observation_id,craft_category,product_family,product_type,product_form,product_name,description,material,secondary_material,craft_technique,region,state,height_cm,width_cm,depth_cm,weight_g,quantity,piece_count,listed_price_inr,mrp_inr,discount_price_inr,price_type,currency,source_name,source_domain,product_url,image_url,seller_name,artisan_or_maker,observed_at,data_origin,group_id,notes,price,has_dimensions,has_weight,surface_area_sqcm
obs_d7dffa80b86b81f8,bastar_dhokra,figurine,human_figure,figurine,Handcrafted Dhokra Musician Figurine | 5 x 4 x 6 Inches,,brass,,lost-wax metal casting (Dhokra),,,15.24,12.7,10.16,,1,1,699.0,699.0,699.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12597/s/buy-handcrafted-dhokra-musician-figurine-5-x-4-x-6-inches/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__41397.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_human_figure_6b4dcbf54f,baseline_frozen_observation,699.0,1,0,193.55
obs_8444932c2e0255b0,bastar_dhokra,idol,durga,statue,Handcrafted Dhokra Maa Durga Idol | GI Certified | 9 Inches,,brass,,lost-wax metal casting (Dhokra),,,22.86,,,,1,1,6575.0,8950.0,6575.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/23518/s/buy-handcrafted-dhokra-maa-durga-idol-9-inches-online/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__expand__81656.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_durga_63a4a21e08,baseline_frozen_observation,6575.0,0,0,
obs_14503ad9bff8c656,bastar_dhokra,figurine,tribal_couple,bust,Bastar Dhokra Art Brass Tribal Couple Bust Set,,brass,,lost-wax metal casting (Dhokra),,,,,,,2,1,6000.0,7000.0,6000.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/30658/s/bastar-dhokra-art-brass-tribal-couple-bust-set/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/i/m/img_20251222_131636651_hdr_-_sah.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_tribal_couple_4749527323,baseline_frozen_observation,6000.0,0,0,
obs_53a1bd3a66b3ec09,bastar_dhokra,wall_decor,unknown,wall_decor,Traditional Tribal Dhokra Brass Wall Decor for Home & Living Room BH11934,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,1623.0,1906.0,1623.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32286/s/traditional-tribal-dhokra-brass-wall-decor-for-home-living-room-kbh11934/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/7/8/78_5.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_6a7b26fdcc,baseline_frozen_observation,1623.0,0,0,
obs_633ac3c132f81a7b,bastar_dhokra,wall_decor,unknown,clock,Handcrafted Warli and Dhokra Art Wall Clock,,brass,wood,lost-wax metal casting (Dhokra),,,,,,,1,1,3200.0,3200.0,3200.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/3105/s/wall-clock-handcrafted-warli-dhokra-art-red-dial-with-glass-frame-2/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__39352.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_cbf7f32127,baseline_frozen_observation,3200.0,0,0,
obs_c14da5ba3e544495,bastar_dhokra,figurine,horse,statue,Handcrafted Brass Horse Statue Bhareva Tribal Dhokra Art |Golden,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,1999.0,1999.0,1999.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/handcrafted-brass-horse-statue-bhareva-tribal-dhokra-art-golden.html,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/0/1/01_7_1.jpeg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_horse_ed9ebe6ed3,baseline_frozen_observation,1999.0,0,0,
obs_cfc22648f0f57445,bastar_dhokra,showpiece,human_figure,showpiece,Handcrafted Dhokra Damar Tribal Procession Showpiece | 15x5x16 cm,,brass,,lost-wax metal casting (Dhokra),,,16.0,15.0,5.0,,1,1,3999.0,3999.0,3999.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12637/s/buy-handcrafted-dhokra-damar-tribal-procession-showpiece-15x5x16-cm/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__41392.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_human_figure_91e5284c34,baseline_frozen_observation,3999.0,1,0,240.0
obs_282959922a1ab77b,bastar_dhokra,jewellery,unknown,pendant,Dhokra Art Brass Pendant | CV202,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,799.0,799.0,799.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12963/s/brass-pendent-cv202-mad900814/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__17986.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_a86aa344bc,baseline_frozen_observation,799.0,0,0,
obs_7380441de9aa2d9f,bastar_dhokra,lighting,unknown,lamp,Embellished Lamp with Dhokra Brass Tiles & Red Shade,,brass,fabric,lost-wax metal casting (Dhokra),,,,,,,1,1,3099.0,3099.0,3099.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/3117/s/buy-turquoise-blue-lamp-embellished-with-dhokra-brass-tiles-red-shade-online/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/b/u/buddha_art_and_painting_6.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_5a47d83cd3,baseline_frozen_observation,3099.0,0,0,
obs_2ab4f13117bc9cb8,bastar_dhokra,figurine,tribal_couple,figurine,Handcrafted Brass Tribal Couple-Bastar Dhokra Art| Set of 2,,brass,,lost-wax metal casting (Dhokra),,,,,,,2,1,2299.0,2299.0,2299.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/buy-handcrafted-brass-tribal-couple-bastar-dhokra-art-set-of-2.html,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/0/1/01_10.jpeg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_tribal_couple_6be5c16c34,baseline_frozen_observation,2299.0,0,0,
obs_96c8f4726a2d55e5,bastar_dhokra,decorative_object,unknown,decorative_object,"Handcrafted Bastar Dhokra Art for Home, Living Room & Office Decoration BH11932",,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,1623.0,1945.0,1623.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32269/s/handcrafted-bastar-dhokra-art-for-home-living-room-office-decoration-kbh11932/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/7/3/73_1_3.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_eb0fabee98,baseline_frozen_observation,1623.0,0,0,
obs_ef77b3ceb3fb6653,bastar_dhokra,wall_decor,unknown,wall_hanging,Traditional Tribal Dhokra Brass Mini Wall Hanging for Home & Office BH11939,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,445.0,537.0,445.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32292/s/traditional-tribal-dhokra-brass-mini-wall-hanging-for-home-office-kbh1193919/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/7/4/74_1_4.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_6a7b26fdcc,baseline_frozen_observation,445.0,0,0,
obs_7130bb28d76c8035,bastar_dhokra,lighting,unknown,lamp,Table Lamp in Wood handcrafted with Dhokra/Warli art,,wood,brass,lost-wax metal casting (Dhokra),,,,,,,1,1,3229.0,3229.0,3229.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/3131/s/buy-table-lamp-in-wood-handcrafted-with-dhokra-warli-art-online/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__put-it-on-an-aesthetic-table__42559.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_29875b138e,baseline_frozen_observation,3229.0,0,0,
obs_53fb2dbca23e0d2b,bastar_dhokra,figurine,nandi,figurine,Handcrafted Brass Dhokra Nandi Figurine | 14 x 6 x 8 cm,,brass,,lost-wax metal casting (Dhokra),,,8.0,14.0,6.0,,1,1,3999.0,3999.0,3999.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12629/s/buy-handcrafted-brass-dhokra-nandi-figurine-14-x-6-x-8-cm/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__41394.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_nandi_2b75253414,baseline_frozen_observation,3999.0,1,0,112.0
obs_aa057c176ac85f7b,bastar_dhokra,figurine,human_figure,figurine,Handcrafted Brass Tribal Musician & Warrior Figurine-Bhareva Dhokra Art | Set of 2,,brass,,lost-wax metal casting (Dhokra),,,,,,,2,1,1999.0,1999.0,1999.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/buy-handcrafted-brass-tribal-musician-warrior-figurine-bhareva-dhokra-art-set-of-2.html,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik_assistant_1775732618423.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_human_figure_4f65e30cdf,baseline_frozen_observation,1999.0,0,0,
obs_d0d4bcaa16b6b3a5,bastar_dhokra,jewellery,unknown,pendant,Dhokra Art Brass Pendant | CV060,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,599.0,599.0,599.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12630/s/brass-pendent-cv060/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__17982.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_a86aa344bc,baseline_frozen_observation,599.0,0,0,
obs_0c3345cd3a50d11f,bastar_dhokra,wall_decor,unknown,wall_hanging,"Traditional Tribal Dhokra Brass Wall Hanging Frame for Home, Living Room & Office Decoration BH11933",,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,1295.0,1539.0,1295.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32285/s/traditional-tribal-dhokra-brass-wall-hanging-frame-for-home-living-room-office-decoration-kbh1193312/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/7/7/77_8.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_6a7b26fdcc,baseline_frozen_observation,1295.0,0,0,
obs_54ca47b7a857d7f6,bastar_dhokra,idol,nandi,statue,Handcrafted Brass Nandi Idol - Dhokra Art Sculpture|Gold,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,3999.0,3999.0,3999.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/12701/s/brass-nandi-cv096/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/f/r/freepik__assistant__4748.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_nandi_e471294a5a,baseline_frozen_observation,3999.0,0,0,
obs_c4f4dd327ffa2cbb,bastar_dhokra,wall_decor,unknown,wall_hanging,Handcrafted Brass Bastar Wall Hanging | 7.9 x 0.1 x 8.8 Inched,,brass,,lost-wax metal casting (Dhokra),,,22.35,20.07,0.25,,1,1,1843.0,2243.0,1843.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/buy-handcrafted-brass-bastar-wall-hanging-7-9-x-0-1-x-8-8-inched.html,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/m/a/magnific__assistant__11895.png,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_163a77b869,baseline_frozen_observation,1843.0,1,0,448.56
obs_37b53821fa1b919e,bastar_dhokra,key_holder,elephant,key_holder,Brass Elephant Keychain Holder Wall Hanging BH12049,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,2723.0,3238.0,2723.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32289/s/traditional-tribal-dhokra-brass-mini-wall-hanging-for-home-office-kbh11939/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/b/h/bh12049_n.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_elephant_b933f6ca07,baseline_frozen_observation,2723.0,0,0,
obs_dfd4dd0dac938c9c,bastar_dhokra,key_holder,horse,key_holder,Brass Horse Keychain Holder Wall Hanging BH12048,,brass,,lost-wax metal casting (Dhokra),,,,,,,1,1,2723.0,3317.0,2723.0,LISTED_PRICE,INR,IndiaHandmade,indiahandmade.com,https://www.indiahandmade.com/catalog/product/view/id/32282/s/traditional-tribal-dhokra-brass-wall-hanging-frame-for-home-living-room-office-decoration-kbh11933/category/2/,https://img.indiahandmade.com/catalog/product/cache/4936290bf7682d5a4187df0f27af598f/b/h/bh12048_n.jpg,,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_horse_d56f5d1ba6,baseline_frozen_observation,2723.0,0,0,
obs_c85425ad2fd92c57,bastar_dhokra,utility_item,unknown,utility_item,Bastar Dhokra Art Bottle Opener,,brass,,lost-wax metal casting (Dhokra),bastar / kondagaon,Chhattisgarh,,,,,1,1,998.0,998.0,998.0,LISTED_PRICE,INR,GiTAGGED,gitagged.com,https://www.gitagged.com/product/bastar-dhokra-art-premium/,https://www.gitagged.com/media/migrated/wp-content/uploads/2022/11/bdh-peacockopener-01-3.jpg,GiTAGGED,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_246a907771,baseline_frozen_observation,998.0,0,0,
obs_3f65eaa91a40c473,bastar_dhokra,utility_item,unknown,utility_item,Bastar Dhokra Art Ash Tray,,brass,,lost-wax metal casting (Dhokra),bastar / kondagaon,Chhattisgarh,,,,,1,1,1426.0,1426.0,1426.0,LISTED_PRICE,INR,GiTAGGED,gitagged.com,https://www.gitagged.com/product/dhokra-2/,https://www.gitagged.com/media/migrated/wp-content/uploads/2024/09/bdh-ash-tray-4.jpg,GiTAGGED,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_unknown_4ead0efd1c,baseline_frozen_observation,1426.0,0,0,
obs_d781213f28ab2649,bastar_dhokra,figurine,deer,figurine,Bastar Dhokra Art Sitting Deer Pair,,brass,,lost-wax metal casting (Dhokra),bastar / kondagaon,Chhattisgarh,,,,,2,1,1536.0,1536.0,1536.0,LISTED_PRICE,INR,GiTAGGED,gitagged.com,https://www.gitagged.com/product/bastar-dhokra-craft-deer/,https://www.gitagged.com/media/migrated/wp-content/uploads/2022/01/bdh2-deer-pair-sitting-01-5.jpg,GiTAGGED,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_deer_520f51f735,baseline_frozen_observation,1536.0,0,0,
obs_686e1c85f12a5004,bastar_dhokra,utility_item,fish,utility_item,Bastar Dhokra Art Fish Pen Stand & Candle Stand,,brass,,lost-wax metal casting (Dhokra),bastar / kondagaon,Chhattisgarh,,,,,1,1,2310.0,2310.0,2310.0,LISTED_PRICE,INR,GiTAGGED,gitagged.com,https://www.gitagged.com/product/dokra/,https://www.gitagged.com/media/migrated/wp-content/uploads/2018/11/bastar-dhokra-fish-candle-stand-1.jpg,GiTAGGED,,2026-08-30,FROZEN_BASELINE_632,grp_bastar_dhokra_fish_a914da3d86,baseline_frozen_observation,2310.0,0,0,
